ID,Title,Keywords,Link,Embedding Dim
293,Routine omics collection is a golden opportunity for European human research in space and analog environments.,"routine omics collection, omics collection, routine omics, omics, omics collection golden, research space analog, european human research, human research space",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,1536
294,Spatial omics technologies at multimodal and single cell/subcellular level.,"spatial omics technologies, omics technologies multimodal, spatial omics, omics technologies, multimodal single cell, single cell subcellular, omics, single cell",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,1536
295,Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,"radiation tolerance naganishia, genomic characterization radiation, nov cystobasidium onofrii, tolerance naganishia kalamii, cystobasidium onofrii, cystobasidium onofrii sp, sp nov cystobasidium, nov cystobasidium",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,1536
296,"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight","genome clonal hematopoiesis, cfdna mitochondrial telomere, contrasts immune cfdna, immune cfdna, immune cfdna mitochondrial, mitochondrial telomere length, telomere length changes, mitochondrial telomere",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,1536
297,Inspiration4 data access through the NASA Open Science Data Repository,"data access nasa, inspiration4 data, open science data, science data repository, inspiration4 data access, nasa open science, science data, access nasa",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,1536
298,Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,"physiologic changes spacex, molecular physiologic changes, molecular physiologic, spacex inspiration4 civilian, changes spacex inspiration4, inspiration4 civilian crew, physiologic changes, spacex inspiration4",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,1536
299,Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,"telomeric rna terra, telomeric rna, rna terra increases, rna terra, rna, spaceflight high altitude, telomeric, altitude climbing",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,1536
300,Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,"inflammatory responses spaceflight, kras inflammatory responses, reveals kras inflammatory, kras inflammatory, skin reveals kras, inflammatory responses, omics human skin, responses spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,1536
301,Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,"microbiome architecture immune, host microbiome, host microbiome architecture, analysis host microbiome, microbiome architecture, microbiome, architecture immune responses, immune responses",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,1536
302,Spatiotemporal expression and control of haemoglobin in space,"control haemoglobin space, control haemoglobin, haemoglobin space, expression control haemoglobin, haemoglobin, spatiotemporal expression, spatiotemporal expression control, spatiotemporal",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,1536
303,"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight","multi ome immune, specific responses spaceflight, ome immune profiles, responses spaceflight, cell multi ome, cell type sex, immune profiles inspiration4, ome immune",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,1536
304,Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,"immune dysfunction simulated, microgravity spaceflight, simulated microgravity spaceflight, dysfunction simulated microgravity, single cell analysis, features immune dysfunction, immune dysfunction, simulated microgravity",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,1536
305,The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,"international astronaut biobank, astronaut biobank, space omics medical, omics medical atlas, medical atlas soma, biobank, soma international astronaut, medical atlas",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,1536
306,"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight","secretome profiling reveals, secretome profiling, secretome, oxidative stress brain, brain homeostasis coagulation, brain homeostasis, stress brain homeostasis, oxidative stress",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,1536
307,Astronaut omics and the impact of space on the human body at scale,"astronaut omics impact, astronaut omics, space human body, impact space human, omics impact space, space human, astronaut, omics impact",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,1536
308,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,"underpinning spaceflight dermatology, spaceflight dermatology, transcriptomics analysis reveals, alterations underpinning spaceflight, transcriptomics analysis, transcriptomics, underpinning spaceflight, spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,1536
309,"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction","cosmic kidney disease, spaceflight induced renal, cosmic kidney, kidney disease, renal dysfunction, kidney disease integrated, induced renal dysfunction, renal",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,1536
310,Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,"insulin estrogen, linked insulin estrogen, spaceflight induces, profiles linked insulin, spaceflight induces changes, changes gene expression, gene expression, estrogen",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,1536
311,Protective alleles and precision healthcare in crewed spaceflight,"alleles precision healthcare, healthcare crewed spaceflight, protective alleles, protective alleles precision, precision healthcare crewed, healthcare crewed, alleles, precision healthcare",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,1536
312,To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,"micrornas gone spaceflight, micrornas, micrornas gone, boldly micrornas gone, boldly micrornas, risk small gestational, gestational age infants, age infants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,1536
313,Growth chambers on the International Space Station for large plants,"station large plants, growth chambers, growth chambers international, space station large, international space station, chambers international space, space station, large plants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,1536
314,Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,"nutritional analysis lettuce, lettuce crops grown, analysis lettuce crops, lettuce crops, analysis lettuce, lettuce, microbiological nutritional, microbiological nutritional analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,1536
315,Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,"responses cadaverine arabidopsis, cadaverine arabidopsis, transporter affects root, cation transporter affects, organic cation transporter, arabidopsis, cation transporter, expression organic cation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,1536
316,Auxin: Shape matters.,"auxin shape matters, auxin shape, auxin, shape matters, shape, matters",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,1536
317,Gravity signaling in flowering plant roots,"gravity signaling flowering, flowering plant roots, signaling flowering plant, signaling flowering, gravity signaling, plant roots, flowering, flowering plant",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,1536
318,Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,"root growth arabidopsis, cadaverine regulates biotin, regulates biotin, regulates biotin synthesis, growth arabidopsis, arabidopsis, biotin synthesis modulate, primary root growth",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,1536
319,Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,"speed clinorotation brachypodium, clinorotation brachypodium distachyon, root tip curvatures, clinorotation brachypodium, seedlings triggers root, brachypodium distachyon arabidopsis, triggers root tip, root tip",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,1536
320,New device for high-throughput viability screening of flow biofilms,"screening flow biofilms, flow biofilms, biofilms, screening flow, throughput viability screening, viability screening flow, device high throughput, high throughput viability",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,1536
321,Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,"sigma dependent antioxidant, bactericidal antibiotic gentamicin, coli bactericidal antibiotic, antibiotic gentamicin, dependent antioxidant defense, antioxidant defense, antioxidant defense protects, bactericidal antibiotic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,1536
322,Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,"membrane disruption pmd, repair mechanosensitive tissues, plasma membrane disruption, mechanosensitive tissues, membrane disruption, formation repair mechanosensitive, plasma membrane, repair mechanosensitive",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,1536
323,Microgravity alters the expression of salivary proteins,"salivary proteins, expression salivary proteins, microgravity alters expression, expression salivary, alters expression salivary, salivary, microgravity, microgravity alters",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,1536
324,Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,"salivary gland protein, gland protein expression, gland protein, salivary gland, protein expression bion, expression bion m1, gland, salivary",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,1536
325,Response of the mouse sublingual gland to spaceflight.,"sublingual gland spaceflight, mouse sublingual gland, gland spaceflight, sublingual gland, mouse sublingual, gland, response mouse sublingual, spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,1536
326,Effects of spaceflight on the mouse submandibular gland,"mouse submandibular gland, spaceflight mouse submandibular, submandibular gland, effects spaceflight mouse, mouse submandibular, spaceflight mouse, effects spaceflight, gland",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,1536
327,"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation","epstein barr virus, reactivation latent epstein, latent epstein barr, epstein barr, barr virus, exposure gamma proton, iron radiation, barr virus comparison",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,1536
328,The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,"astronaut salivary microbiome, salivary microbiome, spaceflight astronaut salivary, salivary microbiome search, microbiome biomarker viral, astronaut salivary, microbiome, microbiome search microbiome",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,1536
329,The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,"cngc14 regulates root, root gravitropism arabidopsis, regulates root gravitropism, channel cngc14 regulates, cngc14 regulates, gravitropism arabidopsis, gravitropism arabidopsis thaliana, regulates root",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,1536
330,Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,"telomere length, telomere length assessments, muscle stem cells, telomere, length assessments muscle, stem cells rodent, assessments muscle stem, muscle stem",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,1536
331,Persistent NF-Œ∫B activation in muscle stem cells induces proliferation-independent telomere shortening,"independent telomere shortening, proliferation independent telomere, telomere shortening, independent telomere, muscle stem cells, nf activation muscle, telomere, stem cells induces",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,1536
332,Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,"piezo1 regulates regenerative, piezo1 regulates, regenerative capacity skeletal, regulates regenerative, regulates regenerative capacity, skeletal muscles orchestration, muscles orchestration stem, skeletal muscles",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,1536
333,"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.","muscle cell telomere, cell telomere length, telomere length, cell telomere, radiation exposure hindlimb, skeletal muscle cell, murine skeletal muscle, muscle cell",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,1536
334,Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,"ethylene induced flavonol, induced flavonol accumulation, induced flavonol, flavonol accumulation, flavonol accumulation guard, ethylene induced, suppresses reactive oxygen, accumulation guard cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,1536
335,Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,"regulation gravitropism woody, gravitropism woody stems, woody stems populus, stems populus, gravitropism woody, hormonal regulation gravitropism, regulation gravitropism, populus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,1536
336,Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,"exo70 inhibit exocytosis, endosidin2 targets conserved, inhibit exocytosis, endosidin2 targets, subunit exo70 inhibit, endosidin2, exocytosis, exocyst complex subunit",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,1536
337,"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.","mutation scd1 reveals, mutation scd1, protein trafficking auxin, pin protein trafficking, trafficking auxin transport, scd1 reveals linkage, conditional mutation scd1, auxin transport gravitropism",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,1536
338,"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.","sars cov infection, intracellular overdrive sars, overdrive sars cov, sars cov covid, comprehensive sars cov, sars cov, cov covid 19, cov infection",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,1536
339,Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,"microgravity linc complex, simulated microgravity linc, microgravity linc, response simulated microgravity, simulated microgravity, microgravity, nuclear shape gene, changes nuclear shape",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,1536
340,"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars","carnobacterium spp permafrost, earth microbes mars, growth carnobacterium spp, microbes mars, carnobacterium spp, growth carnobacterium, earth microbes, carnobacterium",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,1536
341,Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),"genome sequence carnobacterium, sequence carnobacterium gilichinskyi, carnobacterium gilichinskyi strain, sequence carnobacterium, carnobacterium gilichinskyi, gilichinskyi strain wn1359t, carnobacterium, genome sequence",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,1536
342,"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response","exposure bacillus subtilis, bacillus subtilis low, bacillus subtilis, exposure bacillus, pressure kilopascals induces, bacillus, mediated general stress, low pressure kilopascals",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,1536
343,"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification","bacillus subtilis spore, spore dna lethal, subtilis spore dna, resistance bacillus subtilis, spore dna, bacillus subtilis, resistance bacillus, radiation damage relies",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,1536
344,Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,"rifampicin resistance mutations, staphylococcus epidermidis, cultivation staphylococcus epidermidis, staphylococcus epidermidis human, spontaneous rifampicin resistance, rifampicin resistance, resistance mutations rpob, mutations rpob gene",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,1536
345,Experimental Evolution of Bacillus subtilis,"evolution bacillus subtilis, experimental evolution bacillus, bacillus subtilis, evolution bacillus, bacillus, subtilis, experimental evolution, evolution",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,1536
346,Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,"bacillus subtilis cells, bacillus subtilis, susceptibility bacillus subtilis, cultivation space flight, alterations susceptibility bacillus, susceptibility bacillus, antibiotics growth inhibiting, bacillus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,1536
347,Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,"resistance mutations bacillus, mutations bacillus subtilis, bacillus subtilis rpob, rifampicin resistance mutations, mutations bacillus, bacillus subtilis, spontaneous rifampicin resistance, subtilis rpob gene",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,1536
348,Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,"mechanotransduction prokaryotes, mechanotransduction prokaryotes possible, prokaryotes possible mechanism, mechanism spaceflight adaptation, prokaryotes, mechanism spaceflight, prokaryotes possible, mechanotransduction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,1536
349,Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,"rpob mutants bacillus, mutants bacillus subtilis, mutants bacillus, resistant rpob mutants, fitness rifampin resistant, rifampin resistant rpob, rpob mutants, competitive fitness rifampin",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,1536
350,Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,"secretion mutants intestinal, mutants intestinal epithelial, salmonella type secretion, mutants intestinal, analysis interactions salmonella, interactions salmonella, intestinal epithelial cells, interactions salmonella type",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,1536
351,Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,"3d cell culture, organotypic 3d cell, cell culture models, cell culture, 3d cell, study host pathogen, host pathogen interactions, organotypic 3d",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,1536
352,Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,"shear culture staphylococcus, biofilm formation repression, independent biofilm formation, culture staphylococcus aureus, biofilm formation, culture staphylococcus, attachment independent biofilm, staphylococcus aureus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,1536
353,Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,"characterization salmonella enterica, salmonella enterica serovar, characterization salmonella, typhimurium ydci gene, salmonella enterica, salmonella, ydci gene encodes, ydci gene",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,1536
354,Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,"microorganisms cultured injured, evaluation microorganisms cultured, ozark hellbender salamanders, microorganisms cultured, hellbender salamanders, regeneration sites endangered, salamanders, regeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,1536
355,Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,"proteomic responses pseudomonas, pseudomonas aeruginosa pao1, responses pseudomonas aeruginosa, responses pseudomonas, pseudomonas aeruginosa, aeruginosa pao1 spaceflight, pseudomonas, pao1 spaceflight conditions",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,1536
356,New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,"plasmids avian pathogenic, avian pathogenic coli, insights bacterial fitness, bacterial fitness associated, bacterial fitness, large plasmids avian, characterization large plasmids, plasmids avian",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,1536
357,Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,"norovirus replication histo, norovirus replication, lack norovirus replication, norovirus, intestinal epithelial cells, lack norovirus, intestinal epithelial, dimensional intestinal epithelial",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,1536
358,Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,"microgravity response enterobacteriaceae, enterobacteriaceae analysis trp, response enterobacteriaceae analysis, response enterobacteriaceae, enterobacteriaceae analysis, enterobacteriaceae, trp genes response, analysis trp genes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,1536
359,Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,"mucosal infections pseudomonas, infections pseudomonas aeruginosa, pseudomonas aeruginosa, infections pseudomonas, studying mucosal infections, pseudomonas, vitro studying mucosal, mucosal infections",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,1536
360,Effects of Sex and Gender on Adaptation to Space: Immune System,"adaptation space immune, gender adaptation space, space immune, sex gender adaptation, gender adaptation, effects sex gender, effects sex, immune",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,1536
361,Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,"decellularized lung scaffolds, lung scaffolds enhanced, recellularization decellularized lung, lung scaffolds, decellularized lung, dynamic suspension culture, scaffolds enhanced, suspension culture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,1536
362,Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,"culture model intestinal, salmonella enterica colonization, model intestinal epithelial, study salmonella enterica, intestinal epithelial cells, salmonella enterica, organotypic culture model, macrophages study salmonella",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,1536
363,Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,"modeling host pathogen, host pathogen interactions, microenvironment cell culture, pathogen interactions context, pathogen interactions, host pathogen, microenvironment cell, cell culture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,1536
364,Evaluating the effect of spaceflight on the host‚Äìpathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,"epithelial cells salmonella, cells salmonella, cells salmonella typhimurium, intestinal epithelial cells, human intestinal, interaction human intestinal, human intestinal epithelial, spaceflight host äìpathogen",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,1536
365,Rapid phenotypic response of LSMMG-'primed' Candida albicans.,"primed candida albicans, lsmmg primed candida, candida albicans, primed candida, candida, albicans, phenotypic response lsmmg, lsmmg primed",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,1536
366,Spaceflight enhances cell aggregation and random budding in Candida albicans.,"budding candida albicans, random budding candida, budding candida, candida albicans, candida, spaceflight enhances cell, enhances cell aggregation, albicans",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,1536
367,"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.","candida albicans microgravity, yeast candida albicans, pathogenic yeast candida, yeast candida, albicans microgravity environment, candida albicans, resistance pathogenic yeast, albicans microgravity",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,1536
368,NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,"rna seq consensus, rna seq data, genelab rna seq, read rna seq, rna seq, nasa genelab rna, short read rna, seq consensus pipeline",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,1536
369,Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,"spatially resolved transcriptomics, resolved transcriptomics sample, transcriptomics sample collection, resolved transcriptomics, transcriptomics, transcriptomics sample, single cell spatially, considerations single cell",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,1536
370,Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,"rna sequencing astronaut, sequencing astronaut blood, blood reveals spaceflight, astronaut blood reveals, astronaut blood, spaceflight associated m6a, sequencing astronaut, m6a increases hematopoietic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,1536
371,Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),"biospecimens inspiration4 mission, medical atlas soma, omics medical atlas, biospecimens inspiration4, collection biospecimens inspiration4, collection biospecimens, biospecimens, space omics medical",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,1536
372,Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,"elegans paralysis anthelmintics, caenorhabditis elegans paralysis, elegans paralysis, modes caenorhabditis elegans, caenorhabditis elegans, paralysis anthelmintics, microfluidics, elegans",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/,1536
373,Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,"resistance caenorhabditis elegans, mechanisms cyanide resistance, cyanide resistance caenorhabditis, cyanide resistance, insights mechanisms cyanide, caenorhabditis elegans, mechanisms cyanide, resistance caenorhabditis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/,1536
374,Growth performance and root transcriptome remodeling of Arabidopsis in response to Mars-like levels of magnesium sulfate.,"arabidopsis response mars, transcriptome remodeling arabidopsis, root transcriptome remodeling, root transcriptome, arabidopsis response, levels magnesium sulfate, remodeling arabidopsis response, performance root transcriptome",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/,1536
375,The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system.,"proteins arabidopsis regulate, 14 proteins arabidopsis, arabidopsis regulate root, proteins arabidopsis, arabidopsis regulate, root growth chloroplast, arabidopsis, growth chloroplast development",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/,1536
376,14-3-3 phosphoprotein interaction networks - does isoform diversity present functional interaction specification?,"phosphoprotein interaction networks, 14 phosphoprotein interaction, phosphoprotein interaction, 14 phosphoprotein, phosphoprotein, functional interaction specification, interaction networks does, functional interaction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/,1536
377,Plant growth strategies are remodeled by spaceflight,"plant growth strategies, plant growth, strategies remodeled spaceflight, growth strategies remodeled, growth strategies, remodeled spaceflight, spaceflight, plant",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/,1536
378,Spaceflight transcriptomes: unique responses to a novel environment.,"spaceflight transcriptomes, spaceflight transcriptomes unique, transcriptomes, transcriptomes unique responses, transcriptomes unique, spaceflight, unique responses novel, responses novel environment",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/,1536
379,Fundamental plant biology enabled by the space shuttle.,"fundamental plant biology, plant biology enabled, plant biology, biology enabled space, fundamental plant, space shuttle, enabled space shuttle, plant",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/,1536
380,Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,"remodeling arabidopsis transcriptome, arabidopsis transcriptome response, arabidopsis transcriptome, remodeling arabidopsis, specific remodeling arabidopsis, transcriptome response spaceflight, arabidopsis, transcriptome",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/,1536
381,A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,"rnalater fixed arabidopsis, brassicaceae tissue scanning, preparing spaceflight rnalater, brassicaceae tissue, arabidopsis thaliana brassicaceae, thaliana brassicaceae tissue, electron microscopy, arabidopsis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,1536
382,ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,"plant cells spaceflight, arg1 functions physiological, cells spaceflight, plant cells, undifferentiated plant cells, arg1 functions, cells, functions physiological adaptation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/,1536
383,A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,"ros homeostasis spaceflight, regulator ros homeostasis, ros homeostasis, homeostasis spaceflight physiological, homeostasis spaceflight, constans like protein, spaceflight physiological adaptation, homeostasis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,1536
384,HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,"plant cells spaceflight, hsfa2 functions physiological, cells spaceflight, plant cells, hsfa2 functions, hsfa2, undifferentiated plant cells, cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,1536
